example,domain,task,n,p,n_classes,pca_99,k,family,representation,probe,score,fit_seconds
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:vote,linear,0.9197,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:vote,knn,0.9055,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:vote,svm,0.924,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:rf,linear,0.924,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:rf,knn,0.911,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:rf,svm,0.9262,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:xg,linear,0.9186,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:xg,knn,0.9175,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:xg,svm,0.9197,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:mi,linear,0.9034,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:mi,knn,0.8893,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:mi,svm,0.9218,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:f_test,linear,0.9023,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:f_test,knn,0.8806,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:f_test,svm,0.9164,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:l1,linear,0.9218,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:l1,knn,0.8914,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,select,select:l1,svm,0.9197,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:PCA,linear,0.9023,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:PCA,knn,0.8925,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:PCA,svm,0.9175,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:RandProj,linear,0.8328,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:RandProj,knn,0.8849,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:RandProj,svm,0.8882,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:ICA,linear,0.9023,0.27
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:ICA,knn,0.8925,0.27
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:ICA,svm,0.9175,0.27
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:KernelPCA,linear,0.9099,0.56
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:KernelPCA,knn,0.8719,0.56
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:KernelPCA,svm,0.911,0.56
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:Isomap,linear,0.874,1.99
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:Isomap,knn,0.8827,1.99
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:Isomap,svm,0.8871,1.99
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:UMAP,linear,0.8643,15.91
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:UMAP,knn,0.8882,15.91
spambase_engineered,classical NLP,classification,4601,57,2,54,27,dr,dr:UMAP,svm,0.8827,15.91
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:vote,linear,0.9001,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:vote,knn,0.911,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:vote,svm,0.9153,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:rf,linear,0.9045,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:rf,knn,0.9077,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:rf,svm,0.9153,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:xg,linear,0.9023,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:xg,knn,0.9099,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:xg,svm,0.9066,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:mi,linear,0.8979,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:mi,knn,0.8958,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:mi,svm,0.9142,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:f_test,linear,0.8762,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:f_test,knn,0.8903,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:f_test,svm,0.8979,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:l1,linear,0.8882,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:l1,knn,0.9088,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,select,select:l1,svm,0.9142,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:PCA,linear,0.9001,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:PCA,knn,0.9034,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:PCA,svm,0.911,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:RandProj,linear,0.7622,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:RandProj,knn,0.861,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:RandProj,svm,0.8371,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:ICA,linear,0.9001,0.27
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:ICA,knn,0.9034,0.27
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:ICA,svm,0.911,0.27
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:KernelPCA,linear,0.8817,0.59
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:KernelPCA,knn,0.8817,0.59
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:KernelPCA,svm,0.8947,0.59
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:Isomap,linear,0.8621,1.97
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:Isomap,knn,0.8806,1.97
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:Isomap,svm,0.874,1.97
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:UMAP,linear,0.8599,14.46
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:UMAP,knn,0.899,14.46
spambase_engineered,classical NLP,classification,4601,57,2,54,13,dr,dr:UMAP,svm,0.8806,14.46
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:vote,linear,0.8903,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:vote,knn,0.8882,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:vote,svm,0.9045,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:rf,linear,0.8882,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:rf,knn,0.8936,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:rf,svm,0.9023,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:xg,linear,0.8795,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:xg,knn,0.9055,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:xg,svm,0.8947,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:mi,linear,0.8882,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:mi,knn,0.8936,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:mi,svm,0.9023,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:f_test,linear,0.8762,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:f_test,knn,0.8936,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:f_test,svm,0.8925,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:l1,linear,0.8827,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:l1,knn,0.9012,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,select,select:l1,svm,0.9099,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:PCA,linear,0.8969,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:PCA,knn,0.899,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:PCA,svm,0.9077,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:RandProj,linear,0.7655,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:RandProj,knn,0.8415,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:RandProj,svm,0.8252,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:ICA,linear,0.8969,0.27
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:ICA,knn,0.899,0.27
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:ICA,svm,0.9077,0.27
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:KernelPCA,linear,0.8827,0.61
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:KernelPCA,knn,0.8784,0.61
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:KernelPCA,svm,0.8969,0.61
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:Isomap,linear,0.8578,1.95
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:Isomap,knn,0.8762,1.95
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:Isomap,svm,0.873,1.95
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:UMAP,linear,0.8654,14.21
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:UMAP,knn,0.8979,14.21
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:UMAP,svm,0.8849,14.21
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:t-SNE,linear,0.8806,114.3
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:t-SNE,knn,0.9001,114.3
spambase_engineered,classical NLP,classification,4601,57,2,54,10,dr,dr:t-SNE,svm,0.886,114.3
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:vote,linear,0.76,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:vote,knn,0.7709,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:vote,svm,0.7709,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:rf,linear,0.76,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:rf,knn,0.7709,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:rf,svm,0.7709,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:xg,linear,0.76,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:xg,knn,0.7709,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:xg,svm,0.7709,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:mi,linear,0.76,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:mi,knn,0.7709,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:mi,svm,0.7709,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:f_test,linear,0.6982,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:f_test,knn,0.7286,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:f_test,svm,0.7438,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:l1,linear,0.6982,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:l1,knn,0.7286,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,select,select:l1,svm,0.7438,16.74
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:PCA,linear,0.8447,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:PCA,knn,0.8502,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:PCA,svm,0.8458,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:RandProj,linear,0.608,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:RandProj,knn,0.6211,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:RandProj,svm,0.6124,0.0
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:ICA,linear,0.8447,0.13
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:ICA,knn,0.8502,0.13
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:ICA,svm,0.8447,0.13
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:KernelPCA,linear,0.6059,0.52
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:KernelPCA,knn,0.6135,0.52
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:KernelPCA,svm,0.6059,0.52
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:Isomap,linear,0.8328,1.93
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:Isomap,knn,0.8284,1.93
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:Isomap,svm,0.8187,1.93
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:UMAP,linear,0.5983,13.28
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:UMAP,knn,0.8382,13.28
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:UMAP,svm,0.7535,13.28
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:t-SNE,linear,0.8219,0.83
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:t-SNE,knn,0.8469,0.83
spambase_engineered,classical NLP,classification,4601,57,2,54,1,dr,dr:t-SNE,svm,0.8306,0.83
breast_cancer,beyond NLP,classification,569,30,2,17,30,all,all features,linear,0.9825,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,30,all,all features,knn,0.9649,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,30,all,all features,svm,0.9825,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:vote,linear,0.9737,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:vote,knn,0.9561,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:vote,svm,0.9825,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:rf,linear,0.9737,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:rf,knn,0.9561,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:rf,svm,0.9649,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:xg,linear,0.9737,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:xg,knn,0.9561,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:xg,svm,0.9737,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:mi,linear,0.9737,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:mi,knn,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:mi,svm,0.9649,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:f_test,linear,0.9561,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:f_test,knn,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:f_test,svm,0.9649,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:l1,linear,0.9912,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:l1,knn,0.9737,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,select,select:l1,svm,0.9825,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:PCA,linear,0.9737,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:PCA,knn,0.886,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:PCA,svm,0.9649,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:RandProj,linear,0.9825,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:RandProj,knn,0.9649,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:RandProj,svm,0.9737,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:ICA,linear,0.9737,0.01
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:ICA,knn,0.886,0.01
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:ICA,svm,0.9649,0.01
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:KernelPCA,linear,0.9649,0.22
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:KernelPCA,knn,0.9825,0.22
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:KernelPCA,svm,0.9649,0.22
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:Isomap,linear,0.9649,0.15
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:Isomap,knn,0.9035,0.15
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:Isomap,svm,0.9561,0.15
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:UMAP,linear,0.9386,0.75
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:UMAP,knn,0.9386,0.75
breast_cancer,beyond NLP,classification,569,30,2,17,17,dr,dr:UMAP,svm,0.9474,0.75
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:vote,linear,0.9386,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:vote,knn,0.9386,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:vote,svm,0.9386,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:rf,linear,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:rf,knn,0.9298,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:rf,svm,0.9561,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:xg,linear,0.9561,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:xg,knn,0.9211,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:xg,svm,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:mi,linear,0.9561,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:mi,knn,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:mi,svm,0.9649,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:f_test,linear,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:f_test,knn,0.9298,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:f_test,svm,0.9561,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:l1,linear,0.9825,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:l1,knn,0.9561,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,select,select:l1,svm,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:PCA,linear,0.9737,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:PCA,knn,0.9474,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:PCA,svm,0.9474,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:RandProj,linear,0.9825,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:RandProj,knn,0.9561,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:RandProj,svm,0.9561,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:ICA,linear,0.9737,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:ICA,knn,0.9474,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:ICA,svm,0.9474,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:KernelPCA,linear,0.9561,0.19
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:KernelPCA,knn,0.9474,0.19
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:KernelPCA,svm,0.9561,0.19
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:Isomap,linear,0.9649,0.15
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:Isomap,knn,0.9035,0.15
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:Isomap,svm,0.9649,0.15
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:UMAP,linear,0.9386,0.7
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:UMAP,knn,0.9386,0.7
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:UMAP,svm,0.9474,0.7
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:t-SNE,linear,0.9035,1.99
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:t-SNE,knn,0.9211,1.99
breast_cancer,beyond NLP,classification,569,30,2,17,10,dr,dr:t-SNE,svm,0.9386,1.99
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:vote,linear,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:vote,knn,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:vote,svm,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:rf,linear,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:rf,knn,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:rf,svm,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:xg,linear,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:xg,knn,0.9386,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:xg,svm,0.9561,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:mi,linear,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:mi,knn,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:mi,svm,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:f_test,linear,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:f_test,knn,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:f_test,svm,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:l1,linear,0.9737,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:l1,knn,0.9737,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,select,select:l1,svm,0.9649,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:PCA,linear,0.9649,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:PCA,knn,0.9211,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:PCA,svm,0.9298,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:RandProj,linear,0.9474,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:RandProj,knn,0.9298,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:RandProj,svm,0.9474,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:ICA,linear,0.9649,0.01
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:ICA,knn,0.9211,0.01
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:ICA,svm,0.9298,0.01
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:KernelPCA,linear,0.9649,0.19
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:KernelPCA,knn,0.9298,0.19
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:KernelPCA,svm,0.9386,0.19
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:Isomap,linear,0.9649,0.09
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:Isomap,knn,0.8772,0.09
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:Isomap,svm,0.9561,0.09
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:UMAP,linear,0.9474,0.65
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:UMAP,knn,0.9561,0.65
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:UMAP,svm,0.9561,0.65
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:t-SNE,linear,0.9123,1.85
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:t-SNE,knn,0.8947,1.85
breast_cancer,beyond NLP,classification,569,30,2,17,8,dr,dr:t-SNE,svm,0.9386,1.85
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:vote,linear,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:vote,knn,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:vote,svm,0.9386,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:rf,linear,0.9386,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:rf,knn,0.9298,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:rf,svm,0.9298,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:xg,linear,0.9298,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:xg,knn,0.9298,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:xg,svm,0.9298,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:mi,linear,0.9474,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:mi,knn,0.9386,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:mi,svm,0.9386,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:f_test,linear,0.9298,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:f_test,knn,0.9298,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:f_test,svm,0.9298,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:l1,linear,0.9298,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:l1,knn,0.9298,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,select,select:l1,svm,0.9298,1.48
breast_cancer,beyond NLP,classification,569,30,2,17,4,dr,dr:PCA,linear,0.9649,0.0
breast_cancer,beyond NLP,classification,569,30,2,17,4,dr,dr:PCA,knn,0.9211,0.0
